x_vector,y_vector
-1.16508347953015,2.76679197038756
-1.05474861906666,1.16626265064315
-1.71130765595291,4.53534167167658
-1.98045058750159,3.90495740594304
0.513605283669597,-0.278848663146237
1.03893495630878,3.05807850318042
2.23577410365526,3.632573197344
2.17345555091826,5.14880539328773
1.60923395810192,1.61332491042845
2.18666166222421,5.97446090892381
0.591861166727853,0.791259270924902
2.03145265734283,3.69770233953537
1.70811885837152,2.54000576822296
-1.39959029820244,2.84755306058673
-2.19870632287833,3.76930338312071
-2.50266256166917,5.48604870023579
-0.388311168629971,0.558648197786684
-0.44788537770925,0.950872985047249
-1.90932005565041,1.93049990233426
-2.10072510418185,4.60530065020773
-2.89671261798959,7.22921075330914
-4.32589409948612,18.0715310954986
-4.77791432603538,24.1409044943096
-6.39518312381187,41.8999072814962
-3.39150104959336,11.3087515293667
-2.94367926152645,7.73207077488329
-2.17142568176789,5.02541893649825
-3.21428689976483,11.9149619875864
-1.75790524735145,3.99638003354231
-1.14788151159467,1.71877479561735
-2.02911393643132,4.1930008085486
-2.0353961018834,5.20232645968466
-2.33325780513062,6.36103002251409
-0.929893552146277,1.67397509526707
-1.04704797420987,0.384687181619514
0.0905342614080475,-2.68138872654783
0.815839493612208,0.0985470539347849
0.475871924968842,1.52565292153176
0.402159714847586,-0.0285591083085261
-0.480358576519059,-0.407303971655359
-0.954338746643733,-1.12462143828026
-2.30254002638792,4.69731821767142
-2.6117902341766,6.01328633826394
-2.8460880529272,7.49343802652641
-2.92186434851593,8.62420009163379
-0.276419343190721,-0.157889376107204
-0.117424486196642,1.27631540563707
-1.58935670513271,0.962256644483505
-0.580645383079375,-1.15632246189208
-0.839633769189773,-0.392149955588004
