"series","time","gamma_vect","freq","x_vector","y_vector"
"S1",1,1.1968,12,3.2720923601163,4.4927587506421
"S1",2,1.1968,12,2.08930112080178,5.31213791897343
"S1",3,1.1968,12,2.79457185643321,5.02120128126326
"S1",4,1.1968,12,4.3424563385425,6.8623856964102
"S1",5,1.1968,12,2.39475589075475,6.41935863662595
"S1",6,1.1968,12,2.0676605257925,5.21031335182537
"S1",7,1.1968,12,2.84502686848884,6.11817138679623
"S1",8,1.1968,12,2.4075004534736,6.36105862689425
"S1",9,1.1968,12,2.75238520557293,6.97615417941501
"S1",10,1.1968,12,2.87004223514441,6.91094158001219
"S1",11,1.1968,12,2.98858531568285,6.16068621400447
"S1",12,1.1968,12,3.63711162388641,6.53276046610957
"S1",13,1.1968,12,2.22797598757199,5.32041665351906
"S1",14,1.1968,12,3.38964134200342,6.90210916849483
"S1",15,1.1968,12,2.66867980120816,7.27943743150398
"S1",16,1.1968,12,3.0262212262367,7.47299617725732
"S1",17,1.1968,12,6.04239352314491,9.66297008274103
"S1",18,1.1968,12,5.42875618989413,10.8703264208542
"S1",19,1.1968,12,3.77347937500605,8.55491464910466
"S1",20,1.1968,12,3.13557798951845,6.32197024874013
"S1",21,1.1968,12,3.09015003056956,6.35547593269004
"S1",22,1.1968,12,3.5176213779016,6.63976857669521
"S1",23,1.1968,12,3.99192589725033,7.02053164883344
"S1",24,1.1968,12,4.37587944242702,8.38505491407122
"S1",25,1.1968,12,4.01664114531866,6.78082069817367
"S1",26,1.1968,12,4.8186336160353,6.8310742115399
"S1",27,1.1968,12,4.64099434282818,7.89533928787621
"S1",28,1.1968,12,3.64668115468021,7.74699941323524
"S1",29,1.1968,12,3.50023864456888,6.99102037731822
"S1",30,1.1968,12,5.27259187097372,7.54670378129488
"S1",31,1.1968,12,4.77020220427691,7.99386224631866
"S1",32,1.1968,12,4.29801572729215,8.11949636265377
"S1",33,1.1968,12,3.10937054233221,7.48198115632885
"S1",34,1.1968,12,3.82410991618135,7.48139819392397
"S1",35,1.1968,12,2.83559568832149,5.94640052894587
"S1",36,1.1968,12,3.18125243274353,6.14843938591406
"S1",37,1.1968,12,3.93921286979611,7.02355486607676
"S1",38,1.1968,12,4.87698534651788,7.79016587784093
"S1",39,1.1968,12,3.04633797451235,7.78994472222407
"S1",40,1.1968,12,4.89091485527144,8.0582892105436
"S1",41,1.1968,12,4.00869723910855,7.83343833669729
"S1",42,1.1968,12,4.14303587681805,7.46903270795242
"S1",43,1.1968,12,4.63977911528298,8.05319253556644
"S1",44,1.1968,12,4.08236066607098,8.14429141374075
"S1",45,1.1968,12,3.599498397866,7.69132286520306
"S1",46,1.1968,12,3.54319639236789,6.77001562844627
"S1",47,1.1968,12,3.98320516183839,7.55226001043602
"S1",48,1.1968,12,5.03479306777906,8.66000771260632
"S1",49,1.1968,12,3.88195288031204,7.60469493155288
"S1",50,1.1968,12,4.1881386882243,7.22434998908769
"S1",51,1.1968,12,3.29708900128847,6.57906860852258
"S1",52,1.1968,12,4.07497618611643,7.64609455734607
"S1",53,1.1968,12,4.25604540229392,9.43255681165031
"S1",54,1.1968,12,2.40153972795196,7.44000753834701
"S1",55,1.1968,12,3.25962869233558,7.41283373588236
"S1",56,1.1968,12,3.81000441711667,8.41763867710638
"S1",57,1.1968,12,3.45960181939687,7.60929821348701
"S1",58,1.1968,12,3.81815764072361,7.55486225006926
"S1",59,1.1968,12,4.50117678125667,8.02046907729496
"S1",60,1.1968,12,3.8344085447171,8.21353217497482
"S1",61,1.1968,12,4.0494472540579,8.72877274726105
"S1",62,1.1968,12,2.16897971647595,6.65502304085619
"S1",63,1.1968,12,3.52185192725726,6.86153909370776
"S1",64,1.1968,12,3.34017786335041,7.36323259246146
"S1",65,1.1968,12,2.93508375320912,8.22709080272849
"S1",66,1.1968,12,4.25110974410111,7.89601089999793
"S1",67,1.1968,12,2.19341997356463,6.18011264568835
"S1",68,1.1968,12,3.57935939351558,6.68674340141562
"S1",69,1.1968,12,4.13548318595205,7.71651980447542
"S1",70,1.1968,12,3.45933136470577,7.36226993260713
"S1",71,1.1968,12,3.11527137246703,6.88615355833749
"S1",72,1.1968,12,1.91461954787387,5.46811713153977
"S1",73,1.1968,12,2.9009286042619,6.34944758508188
"S1",74,1.1968,12,2.75627211217329,5.86625638526089
"S1",75,1.1968,12,2.52179032641542,5.10510322227373
"S1",76,1.1968,12,4.70500963480235,7.03235307726488
"S1",77,1.1968,12,4.64694430726493,8.6276808168028
"S1",78,1.1968,12,3.00942145351892,6.81519970549535
"S1",79,1.1968,12,2.80341216563064,5.17937646227295
"S1",80,1.1968,12,2.8362590859194,7.09946660787002
"S1",81,1.1968,12,1.49430932245697,5.90724910518386
"S1",82,1.1968,12,2.25716924820798,5.93497785738058
"S1",83,1.1968,12,4.47425529348337,7.83244740496924
"S1",84,1.1968,12,3.58083831271486,8.64112084695966
"S1",85,1.1968,12,2.83326453994735,7.55761531090309
"S1",86,1.1968,12,2.60915573030423,6.60894027339856
"S1",87,1.1968,12,3.70334685922616,7.39134715088117
"S1",88,1.1968,12,2.88519853686054,7.04068095020072
"S1",89,1.1968,12,3.46867721616244,7.2515902490045
"S1",90,1.1968,12,3.39947698654968,8.42489658917922
"S1",91,1.1968,12,3.28767710984431,8.93725972471638
"S1",92,1.1968,12,3.50183029859261,7.32945385569975
"S1",93,1.1968,12,5.558129490813,8.3769515671086
"S1",94,1.1968,12,4.91169591009697,8.88662568546625
"S1",95,1.1968,12,5.03476513771425,8.25838623127025
"S1",96,1.1968,12,4.11876819769157,7.49331088087662
"S1",97,1.1968,12,5.12871989899334,8.37822791326737
"S1",98,1.1968,12,4.10361974404363,7.85018956498618
"S1",99,1.1968,12,3.40437022987526,6.73200050958054
"S1",100,1.1968,12,5.18287528102287,8.24428526209922
"S1",101,1.1968,12,4.07330733233866,8.07981460372131
"S1",102,1.1968,12,3.76623742650287,7.38873413814833
"S1",103,1.1968,12,4.55754444165368,7.25086501619258
"S1",104,1.1968,12,5.09462675631446,8.24113232697539
