"series","time","gamma_vect","freq","x_vector","y_vector"
"S1",1,1.6429,12,2.00825206735748,3.266411880388
"S1",2,1.6429,12,3.59836875277301,7.41525315179333
"S1",3,1.6429,12,2.85795916978926,6.86784881152938
"S1",4,1.6429,12,4.38408955480449,8.54673676630067
"S1",5,1.6429,12,1.68413032540337,6.63018732145805
"S1",6,1.6429,12,4.70531349875004,7.22957265328429
"S1",7,1.6429,12,4.71229212104137,9.02419362295081
"S1",8,1.6429,12,4.91677632152753,9.01311575202455
"S1",9,1.6429,12,2.34003366603022,6.59529852410598
"S1",10,1.6429,12,3.00545786802053,6.66771769740636
"S1",11,1.6429,12,2.67771612290052,6.17148602139646
"S1",12,1.6429,12,3.87999396882169,7.36983580993242
"S1",13,1.6429,12,3.90901256742583,8.90587631665741
"S1",14,1.6429,12,1.20107354287907,6.0793012374276
"S1",15,1.6429,12,1.22774536860533,3.84165148367083
"S1",16,1.6429,12,3.63305199022738,6.58348308654478
"S1",17,1.6429,12,3.00108749149506,7.16629732145132
"S1",18,1.6429,12,0.190645315810622,3.29520315564176
"S1",19,1.6429,12,3.72153078906775,4.73922594688265
"S1",20,1.6429,12,5.95607509597242,8.10774460572871
"S1",21,1.6429,12,3.13666891804114,8.32061139338697
"S1",22,1.6429,12,2.54988056854495,4.93895010404176
"S1",23,1.6429,12,1.7997579900216,4.34738821445658
"S1",24,1.6429,12,3.5412361118413,6.82776737807677
"S1",25,1.6429,12,2.79407726865236,6.86106087837319
"S1",26,1.6429,12,0.530842596740203,4.73422078804427
"S1",27,1.6429,12,2.5428130844021,5.91496313996394
"S1",28,1.6429,12,3.11001549125317,6.49610515276237
"S1",29,1.6429,12,4.14506512389574,7.77741796425557
"S1",30,1.6429,12,4.67784603631125,10.0562247998088
"S1",31,1.6429,12,3.65287316966741,8.98510353287822
"S1",32,1.6429,12,3.74073260457125,6.92648092423075
"S1",33,1.6429,12,4.21411673573073,7.09061677097691
"S1",34,1.6429,12,4.24743983659579,6.61799389605909
"S1",35,1.6429,12,5.21136691736446,7.90246840766518
"S1",36,1.6429,12,4.97591912257845,8.63077921259958
"S1",37,1.6429,12,1.89825198720283,7.59966432453112
"S1",38,1.6429,12,2.70261709191804,5.74935888452051
"S1",39,1.6429,12,5.75022022408919,9.33495485603217
"S1",40,1.6429,12,5.13127766613864,8.91407079880129
"S1",41,1.6429,12,5.49416170028428,10.0616303818249
"S1",42,1.6429,12,4.41236698898194,8.84315016460467
"S1",43,1.6429,12,3.30086287772345,7.24063362626221
"S1",44,1.6429,12,5.7474944704766,9.21156988464622
"S1",45,1.6429,12,7.34601279808839,11.3696795989923
"S1",46,1.6429,12,4.62287418997714,9.20448139165157
"S1",47,1.6429,12,3.64194318173009,7.72462273342836
"S1",48,1.6429,12,4.88529814665604,9.07257963318897
"S1",49,1.6429,12,4.28803825628048,8.00326674852915
"S1",50,1.6429,12,2.41791351779207,6.20932025666009
"S1",51,1.6429,12,1.88223797233652,5.38214173699352
"S1",52,1.6429,12,2.99657491885296,7.17435674554179
"S1",53,1.6429,12,2.03327220848234,7.5244903847601
"S1",54,1.6429,12,3.06451223502822,7.5996321516129
"S1",55,1.6429,12,2.48580266056593,7.39182889527746
"S1",56,1.6429,12,3.90471737833473,9.13369650289985
"S1",57,1.6429,12,3.42470868870259,8.47437691686681
"S1",58,1.6429,12,1.53670790137456,5.88032670829883
"S1",59,1.6429,12,2.05504447869862,5.54447771013043
"S1",60,1.6429,12,1.76835439444903,5.33795628321542
"S1",61,1.6429,12,4.18755209099363,7.43897690559883
"S1",62,1.6429,12,4.08140018956419,8.1800205492456
"S1",63,1.6429,12,4.43634656247821,8.52455203251898
"S1",64,1.6429,12,2.55683144552315,7.47716504771535
"S1",65,1.6429,12,1.82915076790533,6.36137988207199
"S1",66,1.6429,12,2.99041166549662,6.16902337625373
"S1",67,1.6429,12,3.09475524422307,7.18465227504973
"S1",68,1.6429,12,3.39825231780879,6.58087410014514
"S1",69,1.6429,12,5.94682409222564,8.53948709073161
"S1",70,1.6429,12,4.5243190819045,9.35770129417873
"S1",71,1.6429,12,3.15772088047712,7.87722194717844
"S1",72,1.6429,12,4.52450267488736,8.22346864942429
"S1",73,1.6429,12,5.19290025605609,9.92459313632654
"S1",74,1.6429,12,4.47461635397585,8.66860286223421
"S1",75,1.6429,12,4.75769376375316,8.96030720619627
"S1",76,1.6429,12,3.85762807518654,8.86272109278447
"S1",77,1.6429,12,2.71616471321706,7.67514181645613
"S1",78,1.6429,12,2.36307400944032,5.686382019235
"S1",79,1.6429,12,4.78362063926824,6.43735387524732
"S1",80,1.6429,12,6.39043799270193,8.34430037250607
"S1",81,1.6429,12,2.94893797542275,5.48529641395817
"S1",82,1.6429,12,4.23420128320775,4.84850631510613
"S1",83,1.6429,12,3.39932779951337,4.77235618788704
"S1",84,1.6429,12,3.42121524804491,7.23476757616645
"S1",85,1.6429,12,3.31332808320497,6.99332212418831
"S1",86,1.6429,12,3.87093661668557,6.72115285564014
"S1",87,1.6429,12,4.55205010954872,7.85891329413004
"S1",88,1.6429,12,1.12471847672582,6.46436407162956
"S1",89,1.6429,12,0.606150875981743,4.36239513967589
"S1",90,1.6429,12,1.83694544882523,5.20809683768563
"S1",91,1.6429,12,6.11998713544358,9.65622863240709
"S1",92,1.6429,12,3.31631187118766,8.71263373482875
"S1",93,1.6429,12,2.521765677814,6.53276551799378
"S1",94,1.6429,12,3.58545978476473,5.68278196828988
"S1",95,1.6429,12,4.9911296419054,7.68838892006858
"S1",96,1.6429,12,6.68052266077633,10.1614396623145
"S1",97,1.6429,12,3.82933616014938,7.320986431744
"S1",98,1.6429,12,3.7542955795804,5.95649008916663
"S1",99,1.6429,12,5.09325585465773,7.16013242923663
"S1",100,1.6429,12,4.05957554679779,7.38844135189417
"S1",101,1.6429,12,4.39269746439556,7.472916724093
"S1",102,1.6429,12,4.84978020093235,9.0305163869376
"S1",103,1.6429,12,1.81254311203125,7.01120305618285
"S1",104,1.6429,12,2.41540384738321,6.10901409713162
"S1",105,1.6429,12,1.73660146162287,6.22769757745438
"S1",106,1.6429,12,3.39616421298526,7.18889413827551
"S1",107,1.6429,12,3.97665843920877,7.63823663988268
"S1",108,1.6429,12,4.452074527793,8.40355435430587
"S1",109,1.6429,12,3.98408318314701,6.21465881321182
"S1",110,1.6429,12,3.95212522563869,7.46921028409008
"S1",111,1.6429,12,4.3396722897044,8.51844729145927
"S1",112,1.6429,12,5.65490826215692,9.91636946320646
"S1",113,1.6429,12,3.82938417504676,9.72888094423972
"S1",114,1.6429,12,3.13838217986478,7.30481260938742
"S1",115,1.6429,12,1.41086200337124,5.03648620407854
"S1",116,1.6429,12,4.89201734760972,7.88867261667992
"S1",117,1.6429,12,3.88091016772195,7.53449002134754
"S1",118,1.6429,12,3.27028025648176,7.27027243112802
"S1",119,1.6429,12,3.13273946085215,7.17328081959367
"S1",120,1.6429,12,2.02569765287205,6.41801860450184
"S1",121,1.6429,12,1.46887292179338,5.66610631423883
"S1",122,1.6429,12,2.33787336805376,5.883757337242
"S1",123,1.6429,12,3.93620518178117,6.63783090736398
"S1",124,1.6429,12,4.35516985259327,7.09836370702365
"S1",125,1.6429,12,1.66647559642752,4.90229951285072
"S1",126,1.6429,12,4.45693475294793,7.33758641167536
"S1",127,1.6429,12,4.76354337984298,8.65698792146745
"S1",128,1.6429,12,3.92949276295685,9.33196918984723
"S1",129,1.6429,12,1.71594734896738,6.03216101300696
"S1",130,1.6429,12,3.75087381026787,6.17532087727187
"S1",131,1.6429,12,3.202867743813,4.69071052131659
"S1",132,1.6429,12,4.08922874956789,6.7421484557382
"S1",133,1.6429,12,4.62396540207166,8.5256233760334
"S1",134,1.6429,12,4.27742250002726,10.0485261819514
"S1",135,1.6429,12,1.44562960236331,6.93303975173127
"S1",136,1.6429,12,2.80550495425514,5.84857673169067
"S1",137,1.6429,12,5.9716896043137,8.94235288285416
"S1",138,1.6429,12,5.76194024699025,9.96758648117688
"S1",139,1.6429,12,4.39629576669915,8.78135631009341
"S1",140,1.6429,12,6.91392851416411,11.7992360383379
"S1",141,1.6429,12,5.24479755218206,9.43113318175137
"S1",142,1.6429,12,6.30166067535158,10.9519586722633
"S1",143,1.6429,12,3.40144252823544,7.95746454701717
"S1",144,1.6429,12,3.27689544359126,5.46138873597596
"S1",145,1.6429,12,3.36731201925543,5.27520602217017
"S1",146,1.6429,12,3.55922242652531,4.52710367668297
"S1",147,1.6429,12,5.51592376157792,7.8712069298324
"S1",148,1.6429,12,1.8567864908156,6.1876948870125
"S1",149,1.6429,12,2.84095155139314,6.00873029036563
"S1",150,1.6429,12,5.56744366356586,8.94036098679417
"S1",151,1.6429,12,4.16350293162204,9.09015396618951
"S1",152,1.6429,12,2.17519698228144,6.93483337485414
"S1",153,1.6429,12,3.52146241631704,7.38629255086422
"S1",154,1.6429,12,3.46845371699602,8.15492958786858
"S1",155,1.6429,12,4.09878325199834,7.48576537225023
"S1",156,1.6429,12,4.18966131939649,7.80552398050514
"S1",157,1.6429,12,4.81118651384659,10.1406072770502
"S1",158,1.6429,12,4.4275758168524,9.84241849100637
"S1",159,1.6429,12,2.73652167455718,6.59335752184227
"S1",160,1.6429,12,3.0362526207023,6.64625584299016
"S1",161,1.6429,12,0.797486569764089,5.27421722994801
"S1",162,1.6429,12,6.0848077319099,9.17613071782763
"S1",163,1.6429,12,6.53852924485173,11.4411298426389
"S1",164,1.6429,12,3.71737516241266,8.50604071396144
"S1",165,1.6429,12,4.80937352907146,6.97366668258936
"S1",166,1.6429,12,3.77758370061427,6.67183056079179
"S1",167,1.6429,12,2.68658593437132,6.33832927488785
"S1",168,1.6429,12,3.74899766131137,7.85418907733542
"S1",169,1.6429,12,1.30620148606886,5.17150852969411
"S1",170,1.6429,12,2.96826591370612,6.22353130851236
"S1",171,1.6429,12,1.70899560052569,6.55896889143408
"S1",172,1.6429,12,0.810894263176991,4.24078287674383
"S1",173,1.6429,12,3.42162153704172,4.79522801710091
"S1",174,1.6429,12,4.2979123398201,8.5140046095825
"S1",175,1.6429,12,1.91683718205669,8.16064381248922
"S1",176,1.6429,12,1.44977223830523,6.3816206622681
