"series","time","gamma_vector","freq","x_vector","y_vector"
"S1",1,0.705755675700493,12,1.18967071894748,1.71717276260856
"S1",2,0.705755675700493,12,-0.895132563918528,0.411439979192684
"S1",3,0.705755675700493,12,-1.46914953451226,1.35245408596558
"S1",4,0.705755675700493,12,-1.75261323782471,2.42077926862467
"S1",5,0.705755675700493,12,-0.862095781859942,-1.08299356025534
"S1",6,0.705755675700493,12,1.77489897092461,3.05043496307173
"S1",7,0.705755675700493,12,0.788732060963186,0.751501729783374
"S1",8,0.705755675700493,12,0.130151726513094,0.432408374819467
"S1",9,0.705755675700493,12,-1.61123989470937,3.90760655576327
"S1",10,0.705755675700493,12,-2.17863905663605,3.09075988809537
"S1",11,0.705755675700493,12,-0.76885191751143,0.035614380754915
"S1",12,0.705755675700493,12,-1.28794198199326,0.0189970922943767
"S1",13,0.705755675700493,12,-1.39544385927249,2.23619417080353
"S1",14,0.705755675700493,12,-1.33788186864162,4.08168242696275
"S1",15,0.705755675700493,12,-1.00651824660945,1.88516908028682
"S1",16,0.705755675700493,12,0.909259144318852,0.456637549150416
"S1",17,0.705755675700493,12,1.887926208042,4.86279464527367
"S1",18,0.705755675700493,12,3.34100459236862,11.0071179506021
"S1",19,0.705755675700493,12,0.503513440781488,0.571561341579922
"S1",20,0.705755675700493,12,-0.107356913866457,-0.0594427225648175
"S1",21,0.705755675700493,12,0.967336082040344,1.1192064225205
"S1",22,0.705755675700493,12,0.378865408838048,0.922628287831397
"S1",23,0.705755675700493,12,0.585467112652029,-0.913924707069913
"S1",24,0.705755675700493,12,-0.235552270760668,2.04877132009922
"S1",25,0.705755675700493,12,-2.03514669554329,3.79104543446124
"S1",26,0.705755675700493,12,-2.64331290990824,7.38814164503281
"S1",27,0.705755675700493,12,0.031724968836421,2.13562499770924
"S1",28,0.705755675700493,12,-0.239195482649026,-0.0150515913522275
"S1",29,0.705755675700493,12,1.61916814665578,2.01932779187432
"S1",30,0.705755675700493,12,2.01003762499336,6.09312598687542
"S1",31,0.705755675700493,12,2.1211764001148,3.5075842479364
"S1",32,0.705755675700493,12,3.12056452309198,9.87323555925807
"S1",33,0.705755675700493,12,0.612197414314026,-0.0828175578395087
"S1",34,0.705755675700493,12,-0.177929414721275,-0.0167622903758089
"S1",35,0.705755675700493,12,-0.438855828048944,0.000300477910503888
"S1",36,0.705755675700493,12,-1.23185475954627,0.496612582082762
"S1",37,0.705755675700493,12,-1.12586909614478,-0.173245546054852
"S1",38,0.705755675700493,12,-2.87744314193401,9.0413477445507
"S1",39,0.705755675700493,12,-3.44792580826258,12.585675034962
"S1",40,0.705755675700493,12,-1.82261219887078,2.27154988408574
"S1",41,0.705755675700493,12,-1.04479810603972,-0.392124282632505
"S1",42,0.705755675700493,12,0.566592629227046,0.294050577478552
"S1",43,0.705755675700493,12,0.0653473860374711,0.946785182523828
"S1",44,0.705755675700493,12,-0.338420606900339,-0.514461028030138
"S1",45,0.705755675700493,12,-0.660010476075215,-0.195187230459639
"S1",46,0.705755675700493,12,-1.42416137242635,1.00442273476298
"S1",47,0.705755675700493,12,-0.755993663260381,1.36058853109753
"S1",48,0.705755675700493,12,-1.71242618863349,4.132919638538
"S1",49,0.705755675700493,12,-0.712961218700519,1.76088655827236
"S1",50,0.705755675700493,12,-0.680880732778468,-0.230429247924329
"S1",51,0.705755675700493,12,0.294198494086073,-0.449595880525373
"S1",52,0.705755675700493,12,1.45557863347684,2.20768572851751
"S1",53,0.705755675700493,12,0.611066124507192,1.40289532643904
"S1",54,0.705755675700493,12,0.00154544992521455,0.521161033702912
"S1",55,0.705755675700493,12,-0.0454345146031364,-0.516434968027345
"S1",56,0.705755675700493,12,-0.690657207148496,1.12182505426909
"S1",57,0.705755675700493,12,1.11514883285849,1.56838608623961
"S1",58,0.705755675700493,12,0.72335056928592,1.04660374761887
"S1",59,0.705755675700493,12,1.37933640390906,0.407166644810239
"S1",60,0.705755675700493,12,1.35184997628462,1.76784092641296
"S1",61,0.705755675700493,12,2.36976396216088,5.79131103683677
"S1",62,0.705755675700493,12,1.46344760978674,1.190490472626
"S1",63,0.705755675700493,12,-1.64520813565231,3.17082303288389
"S1",64,0.705755675700493,12,-0.551934508489057,1.21552369932506
"S1",65,0.705755675700493,12,-1.4231710891635,1.21921856431024
"S1",66,0.705755675700493,12,-0.507019577252549,0.470740229544864
"S1",67,0.705755675700493,12,-1.33172428087026,0.653136789844413
"S1",68,0.705755675700493,12,-1.03434387752645,1.40065503620854
"S1",69,0.705755675700493,12,-1.28397075614496,1.57078379606378
"S1",70,0.705755675700493,12,-1.15192922438994,2.24997561347348
"S1",71,0.705755675700493,12,-1.46776619692562,1.40488474732345
"S1",72,0.705755675700493,12,-2.01968956679556,4.93330110900037
"S1",73,0.705755675700493,12,-1.22899991424691,1.09856899351398
"S1",74,0.705755675700493,12,-2.08389997714962,4.31179767286202
"S1",75,0.705755675700493,12,-1.75576710088483,3.43562755704097
"S1",76,0.705755675700493,12,-1.53948866147257,3.70284010736144
"S1",77,0.705755675700493,12,-1.72512336112843,2.57874982573729
"S1",78,0.705755675700493,12,0.525332292669335,0.989218615101708
"S1",79,0.705755675700493,12,-1.49864434847428,0.741034327901654
"S1",80,0.705755675700493,12,-1.02649226289311,0.0667225434958328
"S1",81,0.705755675700493,12,-1.93356687015567,3.71690248524477
"S1",82,0.705755675700493,12,-2.70567674089656,7.72899954480219
"S1",83,0.705755675700493,12,-1.95525394293082,4.24907649364255
"S1",84,0.705755675700493,12,0.80805954803592,-0.448205597121224
"S1",85,0.705755675700493,12,1.99238840785597,3.63726187927546
"S1",86,0.705755675700493,12,1.58938644852071,2.75635687039425
"S1",87,0.705755675700493,12,0.468785668543977,-0.951393401879405
"S1",88,0.705755675700493,12,2.37340746236618,6.22443252052
"S1",89,0.705755675700493,12,1.44055459247446,2.22247355646724
"S1",90,0.705755675700493,12,0.12525481320897,0.363639976214556
"S1",91,0.705755675700493,12,-1.26907101019088,2.09635480443
"S1",92,0.705755675700493,12,-1.47968205636368,1.34172785170235
"S1",93,0.705755675700493,12,0.623801107452394,1.01610112356329
"S1",94,0.705755675700493,12,1.52599452794315,2.8079977190589
"S1",95,0.705755675700493,12,1.63450762780248,4.12685956744562
"S1",96,0.705755675700493,12,-0.483269783362814,-2.50710298721327
"S1",97,0.705755675700493,12,-0.612608422134969,1.14118192617165
"S1",98,0.705755675700493,12,0.659446683005424,-1.92408365528768
"S1",99,0.705755675700493,12,0.15165497913991,-1.24896290246745
"S1",100,0.705755675700493,12,-0.574992534926375,-0.0977579717664798
"S1",101,0.705755675700493,12,-0.35372355852272,-0.313267787636552
"S1",102,0.705755675700493,12,-0.958938876895972,0.457068142189464
"S1",103,0.705755675700493,12,-1.03148486936551,-0.0666506342473296
"S1",104,0.705755675700493,12,1.66705704084222,1.4574154518487
"S1",105,0.705755675700493,12,1.72754490511352,3.13337669235103
"S1",106,0.705755675700493,12,2.46801051697326,4.48711397794744
"S1",107,0.705755675700493,12,1.79128258248815,3.64295075594868
"S1",108,0.705755675700493,12,0.808659034104018,0.424065465583842
"S1",109,0.705755675700493,12,1.22860510505278,2.0585699769655
"S1",110,0.705755675700493,12,-0.618372386299547,0.389153975912233
